Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration
Giày Nam Thể Thao Nam Cao Cấp Hot Trend SPOST Giầy Trắng Sneaker Nam Nữ  MÃ  MB - Hàng Loại 1,142350000,243,35%,762,giầy,45,5760,5756,21900000000,14235000000,14235000000,21900000000,21900000000,4.8,[45. 1. 0. 2. 1. 41],45,8,28,['Màu trắng'],1,e34af4873595fb2e0b6febd585b24d83,6858834345,153407278,2429,Hà Nội,0
Giày thể thao nữ khuynh hướng cao cấp 😍Hoa cúc，Phản quang😍3 màu có sẵn（20）,942000000,1000,25%,2,,1,267000,143,1.26E+11,94200000000,94200000000,1.26E+11,1.26E+11,5,[1. 0. 0. 0. 0. 1],1,1,1,['Green'. 'White'. 'Pink'],3,8c9fdf7a94b0c0b57e3945b9f6bc99f0,4870365960,360757553,161,TP. Hồ Chí Minh,0
Giày Sneaker Nam [ FREESHIP EXTRA ] Tăng Chiều Cao Phong Cách Cực Ngầu Thời Trang Trẻ Trung - G08,712500000,0,25%,0,,0,177000,20,95000000000,71250000000,71250000000,95000000000,95000000000,0,[0. 0. 0. 0. 0. 0],0,0,0,['Be'. 'Đen'],2,cad13b6388825058ad1c5db52c7f8685,5170492492,360861179,2429,TP. Hồ Chí Minh,0
Giày Sneaker Nam [ FREESHIP EXTRA ] Tăng Chiều Cao Phong Cách Cực Ngầu Thời Trang Trẻ Trung G26,626250000,1000,25%,0,,1,147090,34,83500000000,62625000000,62625000000,83500000000,83500000000,5,[1. 0. 0. 0. 0. 1],1,1,1,['Trắng'. 'Đen'],2,bae00dfd8845e513ce7bfd6d6b527802,4770385321,360757553,2429,TP. Hồ Chí Minh,0
giầy rick owen nam,119000000,1,,16,giầy,8,11880,642,0,11900000000,11900000000,-1,-1,4.625,[8. 0. 0. 1. 1. 6],8,2,3,['Đen'],1,27f320ebc7e8a8172dd067f5e2d19ec3,7241722835,52510414,2429,Bắc Ninh,0
Giày Sneaker Nam tăng chiều cao phong cách cực ngầu thời trang trẻ trung G19,708750000,0,25%,0,,0,147000,40,94500000000,70875000000,70875000000,94500000000,94500000000,0,[0. 0. 0. 0. 0. 0],0,0,0,['Xám Đen'. 'Xám Trắng'],2,80a84ac439d0e4d68f338e307b63fd31,5070492843,360861179,2429,TP. Hồ Chí Minh,0
Giày Sneaker Nam [ FREESHIP EXTRA ] Tăng Chiều Cao Phong Cách Cực Ngầu Thời Trang Trẻ Trung - G08,637500000,1000,25%,1,,1,183552,50,85000000000,63750000000,63750000000,85000000000,85000000000,5,[1. 0. 0. 0. 0. 1],1,1,1,['Be'. 'Đen'],2,70441d4c73f8c9469c95f9f25d30142e,4670385946,360757553,2429,TP. Hồ Chí Minh,0
[LIMITED+FULLBOX] ILOZI - Giày Nam DIOR Đen Cao Cấp - GIÀY GUCCI Nam FULLBOX  Khử Mùi Hôi - Mẫu Độc Quyền Limited,352500000,4368,50%,18,,29,220941,1301,70500000000,35250000000,35250000000,70500000000,70500000000,5,[29. 0. 0. 0. 0. 29],29,8,19,['size - 38'. 'size 39'. ' size 40'. 'size 41'. ' size 42'. ' size 43'],6,4379d7e3a1c0a042b977dce4743089f6,8003288634,354600724,2429,Hà Nội,0
Giày thể thao đế mềm bằng vải thời trang dành cho bé 0-2 tuổi,98000000,3,,13,giày trẻ em,10,1970,758,0,9800000000,9800000000,-1,-1,5,[10. 0. 0. 0. 0. 10],10,4,5,['đỏ'. 'đen'],2,b55d6db108a40a20cf0d773a22ba2705,4350674084,300981188,16770,Nước ngoài,0
JINTU Giày thể thao nữ，giày chạy đế mềm với nhãn hiệu thời trang（Y001）,1112000000,1000,,3,,1,267000,228,0,1.11E+11,1.11E+11,-1,-1,5,[1. 0. 0. 0. 0. 1],1,1,1,['Yellow'. 'Pink'. 'Black'],3,34b2a8cab04fddce41378e9aa6d40b5a,4570366571,360757553,161,TP. Hồ Chí Minh,0
Giày Sneaker Nam [ FREESHIP ]Giày Thể Thao Nam siêu nhẹ siêu thoáng - G31,411000000,1000,25%,0,,1,147210,57,54800000000,41100000000,41100000000,54800000000,54800000000,5,[1. 0. 0. 0. 0. 1],1,1,1,['Trắng'. 'Đen'],2,bd66b005afea7682a8e0a14683659811,4170386133,360757553,2429,TP. Hồ Chí Minh,0
Giày lười nam chất liệu da bò (DABO1) [HÀNG CAO CẤP],477000000,2630,10%,0,,3,84140,45,53000000000,47700000000,47700000000,53000000000,53000000000,5,[3. 0. 0. 0. 0. 3],3,2,3,['màu đen'. 'nâu bò'],2,594ed771e0b7f9ccda6322172e9f95a3,6370234444,360266909,2429,TP. Hồ Chí Minh,0
[ORDER] Giày ulzzang phong cách hàn quốc- A116,176000000,15,45%,23369,wkdaelpmissisiht,157,94933,6123,32000000000,17600000000,17600000000,32000000000,32000000000,4.980892,[157. 0. 0. 0. 3. 154],157,83,100,['Kaki'. 'Đen'],2,3c6c5c35e84f0a9c2d5db65c6fa63149,2866880958,179673368,161,Lạng Sơn,0
Giày Sneaker Nam [ FREESHIP ] Giày Thể Thao Nam Nhẹ Nhàng Êm Ái Trẻ Trung - G38,577500000,1000,25%,0,,1,147950,60,77000000000,57750000000,57750000000,77000000000,77000000000,5,[1. 0. 0. 0. 0. 1],1,1,1,['Be'. 'Đen'],2,c8a44c92727bc62ba62294aa88330528,4170385752,360757553,2429,TP. Hồ Chí Minh,0
Giày tây nam XT08 [HÀNG CAO CẤP],333000000,2577,10%,0,,3,941123,34,37000000000,33300000000,33300000000,37000000000,37000000000,5,[3. 0. 0. 0. 0. 3],3,2,3,['PQ ĐEN TRƠN'. 'PQ ĐEN QUAI NGANG'],2,38489be89ff718bbf688cc92cc279a67,4370236769,360266909,2429,TP. Hồ Chí Minh,0
Giày lười da mềm nam đế cao su được khâu chắc chắn L08 [HÀNG CAO CẤP],387000000,2473,10%,0,,3,1489438,49,43000000000,38700000000,38700000000,43000000000,43000000000,5,[3. 0. 0. 0. 0. 3],3,1,3,['đen L08'. 'nâu L07'],2,2527fc5292bc91e9e60e5291e1de92ff,5570234505,360266909,2429,TP. Hồ Chí Minh,0
Giày bệt nữ hoạ tiết chữ C - Giày búp bê nữ mũi tròn mix nơ chuông-Đế bẻ cong,380000000,4,12%,19,giày búp bê,9,54,1020,43000000000,38000000000,38000000000,43000000000,43000000000,5,[9. 0. 0. 0. 0. 9],9,2,3,['Đen'. 'Nâu - Nơ nâu'. 'Nâu - Nơ đen'. 'Be'],4,67f98724e15ff5d70db8c83c030beca4,3355248518,264341663,161,Hà Nội,19
Giày sandal cao gót 6 phân quai ngang thanh lịch []HÀNG ĐẸP],360000000,2792,20%,1,,4,23198,61,45000000000,36000000000,36000000000,45000000000,45000000000,5,[4. 0. 0. 0. 0. 4],4,0,4,['size 35'. 'size 36'. 'size 37'. 'size 38'. 'size 39'],5,2712f9a4812aad14488acbde7bd80b01,6970102990,359919912,161,TP. Hồ Chí Minh,0
Giày Sneaker Nam ❤️NHIỀU MÀU❤️ Thời Trang Trẻ Trung Phong Cách Lịch Lãm Hot Trend 2020 - G27,600000000,0,25%,0,,1,147159,69,80000000000,60000000000,60000000000,80000000000,80000000000,5,[1. 0. 0. 0. 0. 1],1,1,1,['Be'. 'Đen'],2,939b7cb447c4eb82fafbd1322234c81b,8504591910,360757553,2429,TP. Hồ Chí Minh,0
♥️ Sale ♥️ GIÀY THỂ THAO NAM - NỮ PUMA BẢN FULL TRẮNG HÀNG ĐẸP. FREESHIP ĐƠN HÀNG TỪ 150K ♥️,50000000,2153,38%,10,,5,108954,1248,8000000000,5000000000,21000000000,8000000000,30900000000,5,[5. 0. 0. 0. 0. 5],5,1,3,['36'. '37'. '38'. '39'. 'hộp + phụ kiện'],5,13812be3f91a8c8de05c45e0e011dd9c,4057541284,284600849,161,Bắc Ninh,0
Giày thể thao nữ. Sneaker nữ Bluewind 68426 MISSNIDFTY độn đế. da mềm dáng Ulzzang Hàn quốc,159000000,223,45%,2018,giày freeship,218,330,32385,29000000000,15900000000,15900000000,29000000000,29000000000,4.944954,[218. 0. 0. 1. 10. 207],218,90,128,['Trắng full'. 'Sữa full'],2,c922c249bc78012404f81c5578b645d6,4656152235,318623460,161,Hà Nội,53
[LIMITED+FULLBOX] ILOZI - Giày Nam DIOR Trắng Cao Cấp - GIÀY GUCCI Nam FULLBOX - Mẫu Độc Quyền Số Lượng Có Hạn,352500000,3139,50%,16,,25,222010,1041,70500000000,35250000000,35250000000,70500000000,70500000000,5,[25. 0. 0. 0. 0. 25],25,11,17,['size - 38'. ' size 39 '. ' size 40'. ' size 41'. ' size 42'. 'size 43'],6,5979b3460f46ca68f1724c723600f6d4,3269077294,354600724,2429,Hà Nội,0
Giày Sneaker Nam [ FREESHIP ] Giày Thể Thao Nam Thời Trang Trẻ Trung - G32,411000000,0,25%,0,,1,222900,56,54800000000,41100000000,41100000000,54800000000,54800000000,5,[1. 0. 0. 0. 0. 1],1,1,1,['Đen'. 'Trắng'. 'Vàng'],3,8dc608f6d85e2d244caf7406ad2fda09,8004591639,360757553,2429,TP. Hồ Chí Minh,0
Giày lười da bò sản phẩm bảo hành 12 tháng [HÀNG CAO CẤP],477000000,2470,10%,0,,3,413378,36,53000000000,47700000000,47700000000,53000000000,53000000000,5,[3. 0. 0. 0. 0. 3],3,1,3,['đen da bò'. 'nâu da bò'],2,38f646515c5a36156d9d57b8bdf6dfe8,4570222781,360266909,2429,TP. Hồ Chí Minh,0
Giày Sneakers Nam Đẹp Cực Hot Cá Tính Giầy Đế Độn Đế Nam Thời Trang Tăng Chiều Cao - TADIGIAY.COM,499000000,3,50%,10,giày nam hot,2,108101,1696,99800000000,49900000000,49900000000,99800000000,99800000000,5,[2. 0. 0. 0. 0. 2],2,1,1,['G37K1 Nhiều Màu'. 'G37K1 Đen'],2,d354511f44447a83d37d5c4eb6c4f95a,3459482154,319180584,2429,TP. Hồ Chí Minh,26
[INS Hàng hot] Giày Sneakers thể thao nữ💥Gradient colour thiết kế⚡️(K03),834000000,0,25%,0,,1,222000,47,1.11E+11,83400000000,83400000000,1.11E+11,1.11E+11,5,[1. 0. 0. 0. 0. 1],1,1,1,['Pink'. 'Gray'. 'Purple'],3,e979ed8d6325c344284892e7b3a9b3e1,6370375754,360757553,161,TP. Hồ Chí Minh,0
Giày tây đen bóng nam dây gusi xanh lá X86FASHON [HÀNG CAO CẤP],351000000,2467,10%,0,,3,272308,60,39000000000,35100000000,35100000000,39000000000,39000000000,5,[3. 0. 0. 0. 0. 3],3,2,3,['GUSI XANH LÁ'],1,f3addec8c36917a7785fc271614d58c0,5170222519,360266909,2429,TP. Hồ Chí Minh,0
Boots Nữ. Giày Boot Nữ Cao Cổ Gót Vuông 6 Cm Chất Len Êm Hot Trend Cao Cấp  Minhtushoes Hai Màu Đen-Kem Bảo Hành 12 Thán,296400000,715,22%,12,,1,8993,260,38000000000,29640000000,29640000000,38000000000,38000000000,5,[1. 0. 0. 0. 0. 1],1,0,0,['Đen'. 'Kem'],2,88964a37dff6ed89e1f7abcbf96e9aae,9604401681,18712100,161,TP. Hồ Chí Minh,39
Cặp dây giày thể thao dài 60cm tiện lợi dễ sử dụng,3900000,62,,15,wkdaelpmissisiht,49,176,999,0,390000000,420000000,-1,-1,4.653061,[49. 3. 0. 1. 3. 42],49,23,28,['A'. 'B'. 'C'. 'D'. 'E'. 'F'. 'G'. 'H'. 'I'. 'J'. 'K'. 'L'. 'M'. 'N'. 'O'. 'P'. 'Q'. 'R'. 'S'. 'T'],20,2991ed6e17275c1f3f8439fcd287e1b2,4233973360,260982430,161,Nước ngoài,0
GIÀY TÂY NAM SQ [HÀNG CAO CẤP],324000000,2407,10%,1,,3,325979,38,36000000000,32400000000,32400000000,36000000000,36000000000,5,[3. 0. 0. 0. 0. 3],3,2,3,['ĐEN'],1,a15235530f23e262114e11054dbb5165,5070236495,360266909,2429,TP. Hồ Chí Minh,0
⚡Giày Thể Thao Nam Hình Thật,551200000,2000,20%,0,,2,83560,64,68900000000,55120000000,55120000000,68900000000,68900000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['43'. '36'. '37'. '38'. '39'. '40'. '41'. '42'],8,0307934480c25d8f0fa45344b4c0d74a,9004277875,359765405,2429,TP. Hồ Chí Minh,0
Giày Sandal cao gót 7p xỏ ngón dây mảnh chữ V cá tính siêu hot []HÀNG ĐẸP],369600000,2378,20%,2,,2,49192,48,46200000000,36960000000,36960000000,46200000000,46200000000,5,[2. 0. 0. 0. 0. 2],2,1,2,['Đen'. 'Trắng'],2,618d7c205e392a09c4d0e62cdce2f3c6,9904337736,359919912,161,TP. Hồ Chí Minh,0
Giày nam cao cấp da bò thật in L.a.c.o.s.t.e màu đen_[GIÁ XƯỞNG],260000000,27,48%,824,giày nam,1,1472,957,50000000000,26000000000,26000000000,50000000000,50000000000,5,[1. 0. 0. 0. 0. 1],1,0,0,['38'. '39'. '40'. '41'. '42'. '43'],6,46126fcebf665688c6c58a48cb3f6992,7066190246,326049807,2429,Hà Nội,0
Giày Sneaker Nam Tăng Chiều Cao 3-5 Cm Siêu Nhẹ Siêu Thoáng - G10,560000000,2000,20%,1,,2,293025,52,70000000000,56000000000,56000000000,70000000000,70000000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Trắng'. 'Be'. 'Đen'],3,440fba3680d19166825b765b1e73c18a,8504276369,359765405,2429,TP. Hồ Chí Minh,0
Giày lười nam da bò cao cấp bảo hành 12 tháng R07 [HÀNG CAO CẤP],477000000,2258,10%,0,,3,1486702,46,53000000000,47700000000,47700000000,53000000000,53000000000,5,[3. 0. 0. 0. 0. 3],3,1,3,['da bò đai cánh énR06'. 'da bò đen khóa ngang'],2,9e85af393640399da1760ba333b89b15,6070234566,360266909,2429,TP. Hồ Chí Minh,0
Giày Thể Thao Nam ❤️NHIỀU MÀU❤️ Thời Trang Trẻ Trung Phong Cách Lịch Lãm 2020 - G25,462000000,2901,20%,0,,3,19999,253,57750000000,46200000000,46200000000,57750000000,57750000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Xám'. 'Vàng Cam'],2,08a8d2cc3ff4e7c41cf20586a2703f89,8403620337,357567178,2429,TP. Hồ Chí Minh,0
Giày thể thao nam da bò thật nguyên tấm. đế cao su - Giầy Sneaker nam cao cấp CHEAPSTORE - CS487( Bảo hành 24 tháng),468000000,27,40%,551,giầy,27,87,8383,78000000000,46800000000,46800000000,78000000000,78000000000,5,[27. 0. 0. 0. 0. 27],27,12,17,['38'. '39'. '40'. '41'. '42'. '43'. '44'],7,cf36d96f7ad5f989393ad608d8ec443d,5438244757,18687977,2429,Hà Nội,31
Giày Sneaker Nam [ FREESHIP ] Giày Thể Thao Nam Thời Trang Trẻ Trung - G32,518400000,2000,20%,0,,2,295078,37,64800000000,51840000000,51840000000,64800000000,64800000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Đen'. 'Trắng'. 'Vàng'],3,c38a4232b70af1fbc62f9f6aae6a9b19,9204276383,359765405,2429,TP. Hồ Chí Minh,0
Giày Sneaker Nam - Giày Thể Thao Nam Hàng Quốc -  MS64 🎁+Tặng Kèm Tất Khử Mùi Cao Cấp,523950000,2901,30%,3,,2,23998,232,74850000000,52395000000,52395000000,74850000000,74850000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Đen'. 'Xám Kem'],2,dcb24e3ed128a1171736a00e62727839,7869310652,357567178,2429,TP. Hồ Chí Minh,0
💪[GIÁ HỦY DIỆT] Giày Thể Thao Nam Nữ Sọc Vàng,596000000,2000,20%,0,,2,343221,124,74500000000,59600000000,59600000000,74500000000,74500000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Xám Sọc Đen'. 'Trắng Sọc Đen'. 'Đen Sọc Vàng'],3,c28c4d8027aa6f64029ecd43252775d5,7670037310,359765405,2429,TP. Hồ Chí Minh,0
Giầy Thoáng Khí (full boxx ),180000000,0,,71,giầy thoáng khí,16,919,481,0,18000000000,18000000000,-1,-1,4.4375,[16. 0. 2. 1. 1. 12],16,1,7,['Mầu Be'. 'Mầu Trắng'. 'Màu Đỏ '. 'Mầu Đen'],4,3c646b6ecae19d487ba6c55d69f5702f,4031474753,28053053,161,Yên Bái,0
Giày thể thao nam xuất dư số lượng có hạn [HÀNG CAO CẤP],387000000,2108,10%,0,,2,290032,101,43000000000,38700000000,38700000000,43000000000,43000000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['xám S đỏ'. 'xám S xanh'. 'xám móc đen'. 'xám móc đỏ'],4,14405895394423f64a59ec44f90ff74b,7370234776,360266909,2429,TP. Hồ Chí Minh,0
Giày Thể Thao Nam Chính Hãng - Giày Sneaker MS21 🎁+Tặng Kèm Tất Khử Mùi Cao Cấp,535500000,2900,30%,1,,2,2000,347,76500000000,53550000000,53550000000,76500000000,76500000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Trắng'],1,8d2973acdf2b5077fe439466248d4210,6869297475,357567178,2429,TP. Hồ Chí Minh,0
Giày sandal cao gót 7p 3 dây mảnh gót lỗ mẫu mới []HÀNG ĐẸP],388800000,2009,20%,1,,2,48431,87,48600000000,38880000000,38880000000,48600000000,48600000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Kem'. 'Đen'],2,5d538179749e8b08c1687d8e6d39bb72,7670103904,359919912,161,TP. Hồ Chí Minh,0
Giày CV 1970 Đế Dày 4cm Trắng+ Hồng + Đen Ảnh Thật,155000000,162,23%,540,giày cổ thấp,80,212,13691,15500000000,15500000000,16500000000,15500000000,20000000000,4.9,[80. 0. 1. 0. 5. 74],80,39,46,['trắng viền đen thấp'. 'trắng viền đỏ thấp'. 'trắng viền đen cao'. 'trắng viền đỏ cao'. 'đen'. 'hồng'],6,74af97c3335db6231ace442f48d3eda4,3557815180,15059447,161,Bắc Giang,0
Giày Sneaker Nam [ FREESHIP ] Giày Thể Thao Nam Siêu Nhẹ Thời Trang Trẻ Trung - G33,518400000,2000,20%,0,,2,199003,32,64800000000,51840000000,51840000000,64800000000,64800000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Cam'. 'Vàng'],2,6ac1877be29c898e257874ca53c678be,8404277043,359765405,2429,TP. Hồ Chí Minh,0
Giày tây nam mũi bo tròn đế cao su được khâu chắc chắn size 38 đến 43 [HÀNG CAO CẤP],387000000,2099,10%,0,,3,1493113,14,43000000000,38700000000,38700000000,43000000000,43000000000,5,[3. 0. 0. 0. 0. 3],3,1,2,['Đen OG'. 'Nâu OG'],2,c1d7c1daf9f804358725972c798c07e6,6570220884,360266909,2429,TP. Hồ Chí Minh,0
💪Giày Thể Thao Nam Nữ Đế Cloudfoam Sọc Bạc/Trắng,596000000,2000,20%,0,,2,224168,24,74500000000,59600000000,59600000000,74500000000,74500000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['39 (Sọc Trắng)'. '40 (Sọc Trắng)'. '38 (Sọc Trắng)'. '41(Sọc Trắng)'. '37 (Sọc Bạc)'. '42 (Sọc Bạc)'. '42 (Sọc Trắng)'. '44 (Sọc Trắng)'. '39 (Sọc Bạc)'. '43 (Sọc Bạc)'. '40 (Sọc Bạc)'. '41 (Sọc Bạc)'. '36 (Sọc Trắng)'. '37 (Sọc Trắng)'. '43 (Sọc Trắng)'. '36 (Sọc Bạc)'. '38 (Sọc Bạc)'],17,d864e782e75b5252649c9627544c556e,7270037411,359765405,2429,TP. Hồ Chí Minh,0
ẢNH THẬT - Giày tây nữ văn phòng êm ái KHÔNG ĐAU CHÂN. Đế bệt. chất cực đẹp mà êm. mẫu moca lười chuẩn size. dễ phối đồ.,349000000,44,12%,146,oxford nữ,61,57,4284,39500000000,34900000000,34900000000,39500000000,39500000000,4.934426,[61. 0. 0. 0. 4. 57],61,22,38,['35'. '36'. '37'. '38'. '39'. '40'],6,dbaf5355df08ef35ba414b475e500380,2215879500,21211228,161,Hà Nội,27
[GIÁ HỦY DIỆT] Giày Thể Thao Nam Nữ (NHIỀU MÀU),596000000,2000,20%,0,,2,1382656,90,74500000000,59600000000,59600000000,74500000000,74500000000,5,[2. 0. 0. 0. 0. 2],2,1,2,['Size 40'. 'Size 42'. 'Size 37'. 'Size 39'. 'Size 41'. 'Size 43'. 'Size 38'. 'Size 36'],8,544b132f829e82c15a0dbfb27189f5f2,6570037869,359765405,2429,TP. Hồ Chí Minh,0
Chuyên sỉ lẻ giày thể thao nam [HÀNG CAO CẤP],342000000,2082,10%,0,,3,1497630,113,38000000000,34200000000,34200000000,38000000000,38000000000,5,[3. 0. 0. 0. 0. 3],3,1,3,['XÁM ĐEN'. 'ĐEN MÓC TRẮNG'],2,560bb0fae54bf6beb5477eca5936c5e4,5670235101,360266909,2429,TP. Hồ Chí Minh,0
Giày Sneaker Nam [ FREESHIP EXTRA ] SIêu Nhẹ Siêu Thoáng Phong Cách Trẻ Trung G22,502400000,2000,20%,0,,2,197184,17,62800000000,50240000000,50240000000,62800000000,62800000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Sọc Vàng'. 'Sọc Trắng'],2,546794eda8bc6729281f9740a07df7f2,5370038410,359765405,2429,TP. Hồ Chí Minh,0
Giày thể thao nam nữ cv 19->70 full size nam/nữ,255000000,0,36%,217,giầy converse,51,4267,313,40000000000,25500000000,26900000000,40000000000,40000000000,4.45098,[51. 5. 1. 1. 3. 41],51,14,23,['Đen( cổ thâp)'. 'Đen (cổ cao)'. 'Trắng( cổ thấp)'. 'Trắng(cổ cao)'. 'Vàng(cổ thấp)'. 'Vàng(cổ cao)'],6,9935d46f9090e6641b8a6a7f00cd0d8e,4616355610,186761821,161,Hà Nội,0
Giày Thời Trang Nam Chelsea Boots Tăng Chiều Cao Cổ Lửng Đẳng Cấp BT28 Cao Cấp,99000000,314,40%,2720,,459,4222,8176,16500000000,9900000000,9900000000,16500000000,16500000000,4.836957,[460. 5. 1. 10. 32. 412],460,116,207,['39'. '40'. '41'. '42'. '43'],5,e1d422d2b844ea990826bb4857e16cd6,6804194570,18323754,2429,Hà Nội,44
⚡Giày Thể Thao Nam Nữ ( Đen Sọc Đen ),596000000,2000,20%,0,,2,103499,79,74500000000,59600000000,59600000000,74500000000,74500000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['43'. '44'. '36'. '37'. '41'. '42'. '38'. '39'. '40'],9,19a5f64c5dc56db568ec9451af9ebd58,4670039554,359765405,2429,TP. Hồ Chí Minh,0
Giày Mary Janes ba màu ( FORM RỘNG LÙI 1 SIZE ),129000000,344,4%,4912,,747,100,25347,13500000000,12900000000,12900000000,13500000000,13500000000,4.900937,[747. 4. 5. 10. 23. 705],747,312,410,['Đen 35'. 'Đen 36'. 'Đen 37'. 'Đen 38'. 'Đen 39'. 'Nâu 35'. 'Nâu 36'. 'Nâu 37'. 'Nâu 38'. 'Nâu 39'],10,b8943ead663455ec49ee7a1750286a05,7518962487,84967176,161,Lào Cai,17
[HOT] Kệ Để Giầy Dép Bằng Gỗ Tháo Lắp Tiện Lợi,200000000,2,33%,4,kệ để giày,0,87,274,29900000000,20000000000,20000000000,29900000000,29900000000,0,[0. 0. 0. 0. 0. 0],0,0,0,[''],1,c7c7092ee613b87b2943f4140207ad2a,4059680299,308347507,87,TP. Hồ Chí Minh,18
Giày Sneaker Nam [ FREESHIP ] Giày Thể Thao Nam Nhẹ Nhàng Êm Ái Trẻ Trung - G38,652500000,0,25%,0,,0,148000,7,87000000000,65250000000,65250000000,87000000000,87000000000,0,[0. 0. 0. 0. 0. 0],0,0,0,['Be'. 'Đen'],2,ef3f3bc3b78b01f11a1b49a653f88941,9504693740,360861179,2429,TP. Hồ Chí Minh,0
Giày nam cao cổ vải nhung họa tiết sắc nét đế cao su bền đẹp thời trang giaynam-G311 (đen),145000000,504,44%,1760,,1401,4897,30090,26000000000,14500000000,14500000000,26000000000,26000000000,4.753034,[1401. 21. 11. 46. 137. 1186],1401,241,546,['39'. '40'. '41'. '42'. '43'],5,9b6728929232b41d8f6ed7a090b85e5e,1412260940,24104697,2429,Hà Nội,47
Giày Sneaker Nam [ FREESHIP EXTRA ] Giày Thể Thao Nam phong cách cực ngầu thời trang trẻ trung - G08,760000000,2000,20%,1,,2,199853,50,95000000000,76000000000,76000000000,95000000000,95000000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Đen'. 'Be'],2,d24a56a5ba2d572d20aea03d5074f3a7,4470038851,359765405,2429,TP. Hồ Chí Minh,0
[Có Video Thật] Giày thể thao nam hàng nhập khẩu và phân phối độc quyền Công ty Vũ Gia. Mã SP: 699,230000000,0,,9,giày,8,6998,614,0,23000000000,23000000000,-1,-1,4.875,[8. 0. 0. 0. 1. 7],8,4,7,['TRẮNG'. 'ĐEN'],2,bf41ad9c27a31750eeb90cf62d73e7d4,4460836848,131040030,2429,Hà Nội,43
Giày Nữ Choose GIÁ RẺ Sandal CHỐNG NƯỚC Cao Su Quai Chéo,59000000,280,46%,3872,,4938,382,11580,10900000000,5900000000,5900000000,10900000000,10900000000,4.919992,[4937. 21. 9. 46. 192. 4669],4937,1584,2107,['36'. '37'. '38'. '39'. '40'],5,a2030f0d822457270713c590ae5b4ff3,1632203182,92938125,161,TP. Hồ Chí Minh,60
( 2 MÀU) Giày lười nam Boss da bò Pu chất đẹp - hàng xuất khẩu,79000000,827,47%,846,,1351,87710,27420,15000000000,7900000000,9900000000,15000000000,18000000000,4.680237,[1351. 44. 13. 49. 119. 1126],1351,304,564,['Lười boss đen'. 'Lười boss nâu'],2,6021c48cd366bd570405e3208448e114,2185261809,72620972,2429,Hà Nội,60
Giày Sneaker Nam [ FREESHIP EXTRA ] SIêu Nhẹ Siêu Thoáng Phong Cách Trẻ Trung G22,471000000,0,25%,0,,0,148000,7,62800000000,47100000000,47100000000,62800000000,62800000000,0,[0. 0. 0. 0. 0. 0],0,0,0,['Sọc Vàng'. 'Sọc Trắng'],2,4cb74a587937818ecf7dec900198430f,9104693979,360861179,2429,TP. Hồ Chí Minh,0
[FreeShip - Hàng New] Giày thể thao nam. giày nam vải sợi thể thao cao cấp đen nhũ vàng D63,300000000,22,49%,24,wkdaelpmissisiht,34,240,1900,59000000000,30000000000,30000000000,59000000000,59000000000,4.882353,[34. 1. 0. 0. 0. 33],34,4,13,['39'. '40'. '41'. '42'. '43'],5,20fc82e2bcef719542ea9ac4ee189611,4230215223,252393558,2429,Hà Nội,32
Giày Mary Jane mũi vuông thời trang,208599000,40,19%,1180,,108,14587,16405,25859900000,20859900000,20859900000,25859900000,25859900000,4.861111,[108. 2. 0. 2. 3. 101],108,65,74,['Yellow'. 'black '. 'Blue'. 'Beige'. 'Brown'],5,01e8e545347d788442b5d7af430df399,6234527097,80267761,161,Nước ngoài,27
Giày Thể Thao Nam Nữ (Nhiều Màu) - GTC201,584000000,2000,20%,0,,2,1569702,76,73000000000,58400000000,58400000000,73000000000,73000000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['Trắng Sọc Bạc'. 'Đen Sọc Đen'. 'Đen Sọc Bạc'. 'Trắng Sọc Đen'. 'Xám Sọc Xanh'],5,9e5109bb2b320f1adb7796e4c84ebe2c,4270039768,359765405,2429,TP. Hồ Chí Minh,0
Giày Sandal Nữ Nhựa Dẻo Đi Mưa Hapu (Đen. Hồng. Kem) - GL008,47000000,342,6%,515,,930,921,19514,5000000000,4700000000,4700000000,5000000000,5000000000,4.873118,[930. 6. 7. 13. 47. 857],930,364,510,['Đen'. 'Hồng nhạt'. 'Kem'. 'Nâu'],4,7da4fa860dfedf3b35f2dc1afeb66235,5316954085,122902942,161,TP. Hồ Chí Minh,22
