Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration,stt
Áo thun nam unisex 100% cotton basic Trắng Đen áo phông co giãn cao cấp dáng rộng dễ phối đồ - V69,149000000,41,39%,62,ao thun nam,48,63,2462,24500000000,14900000000,14900000000,24500000000,24500000000,5,[48. 0. 0. 0. 0. 48],48,9,14,['TRẮNG'. 'ĐEN'],2,53307350c5956c66cae799409a4bebb1,7944243311,283370988,78,TP. Hồ Chí Minh,0,61
"Áo sơ mi nam dài tay MOKI cao cấp , chất liệu lụa mềm mịn ,kiểu dáng Hàn Quốc không nhăn, không xù , thấm hút mồ hôi",85000000,640,43%,0,,2,38320,39,15000000000,8500000000,8500000000,15000000000,15000000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['SMCB - XANH NHẠT'. 'SMCB - XANH THAN'. 'SMCB - ĐEN'. 'SMCB - TRẮNG'],4,9f7e903efa551b8f4e5c22148e759412,6359426335,143163884,78,Hà Nội,0,62
ÁO HOODIE NÓN NAM MÀU TRẮNG CHẤT VẢI NỈ HÀNG FREESIZE 1 CỠ FORM DÁNG RỘNG DƯỚI 65KG MẶC VỪA (BOOM),89000000,1388,,21,,47,18580,1977,0,8900000000,8900000000,-1,-1,4.978723,[47. 0. 0. 0. 1. 46],47,41,27,['màu trắng'. 'Màu đen'],2,c05aacb255388d70da4ca49fb88e153b,4965648454,234274367,78,TP. Hồ Chí Minh,0,63
"Áo sơ mi nam dài tay nam cao cấp, áo sơ mi trắng vải lụa nến không nhăn thời trang cao cấp",75000000,1037,50%,37,,134,59638,3018,15000000000,7500000000,7500000000,15000000000,15000000000,4.925373,[134. 1. 1. 0. 3. 129],134,32,95,['SM- ĐEN'. 'SM- TRẮNG'. 'SM- XANH NHẠT'. 'SM- XANH ĐẬM'],4,9385094ae7011f3db5c42b7a596c03e8,6834907241,265331214,78,Hà Nội,15,64
Áo sơ mi Đen Cổ Vest ngắn tay form rộng unisex nam nữ vải lụa,115000000,688,45%,2488,nữ,2040,251,30163,21000000000,11500000000,11500000000,21000000000,21000000000,4.936765,[2040. 3. 2. 15. 81. 1939],2040,480,826,['SIZE M'. 'SIZE L'. 'SIZE XL'],3,a16bce6a715e2fdae9cfd97a8f4769d4,6809345396,202807048,78,TP. Hồ Chí Minh,0,65
"Áo dài tay nam MOKI giữ nhiệt chất thun co giãn, dáng xuông thoải mái, nhiều màu lựa chọn, giữ nhiệt tốt",139000000,600,37%,0,,2,38306,101,22000000000,13900000000,13900000000,22000000000,22000000000,5,[2. 0. 0. 0. 0. 2],2,2,2,['PLD - ĐEN'. 'PLD - TRẮNG'. 'PLD - XANH THAN'. 'PLD - GHI SÁNG'],4,380f7c9e5511e519799ad28a5e910957,6459491733,143163884,78,Hà Nội,0,66
"Áo sơ mi kẻ sọc thời trang nam,áo sơ mi nam cao cấp phong cách nam tính 3 màu",139000000,813,31%,19,,18,10555,2619,20000000000,13900000000,13900000000,20000000000,20000000000,5,[18. 0. 0. 0. 0. 18],18,9,13,['MÀU ĐEN'. 'MÀU VÀNG'. 'MÀU XÁM'],3,798bd3c7e5d0b6de87a639dc01f56d41,6862511752,265331214,78,Hà Nội,0,67
Áo Khoác Dù nam nữ mũ trùm KD11,129000000,821,48%,8,,4,252,204,24900000000,12900000000,12900000000,24900000000,24900000000,5,[4. 0. 0. 0. 0. 4],4,0,4,['ĐEN'. 'TRẮNG'],2,60676d3102606c5fcb544806ad79a040,9502929503,276351889,78,TP. Hồ Chí Minh,24,68
"[Mua 2 giảm 20%] Áo thun polo nam phối màu xanh trắng, thiết kế đơn giản Basis APL59",220000000,757,47%,577,ao nam,1084,1330,36436,41900000000,22000000000,22000000000,41900000000,41900000000,4.898524,[1084. 4. 2. 20. 48. 1010],1084,312,435,['APL59 Xanh trắng'. 'APL95 sọc ngực'. 'APL177 Kem tanin'. 'APL138 viền nâu'. 'APL171 Trắng'],5,f5c92d88692fe3320bd44c3703c99884,7739416534,147229880,78,TP. Hồ Chí Minh,23,69
Áo thun tay dài THE 1992 Giữ nhiệt thể thao nam 2C,39000000,5290,33%,1264,,3988,21115,148426,5800000000,3900000000,3900000000,5800000000,5800000000,4.729438,[3989. 74. 52. 167. 293. 3403],3989,1351,2002,['Đen'. 'Trắng'. 'Xám'. 'Than (Xanh đen)'. 'Xanh'. 'Đỏ'],6,00a5dd04a0923602b25f757c15782ceb,6849166401,111639450,78,Hà Nội,0,70
Áo sơ mi nam dài tay chất liệu cao cấp phong cách công sở,75000000,2599,50%,26,,15,198566,290,15000000000,7500000000,7500000000,15000000000,15000000000,5,[15. 0. 0. 0. 0. 15],15,0,12,['Trắng'. 'Đen'. 'Xanh đậm'. 'Xanh nhạt'],4,5402a5f1a1bfee032b245230131e8c4d,6061518106,196655599,78,Hà Nội,0,71
"Áo khoác nam da lộn tay chun bomber ,áo khoác da lộn cao cấp 4 màu giữ nhiệt tốt",189000000,847,46%,23,,16,14150,3842,35000000000,18900000000,18900000000,35000000000,35000000000,5,[16. 0. 0. 0. 0. 16],16,9,10,['MÀU ĐEN'. 'MÀU VÀNG'. 'MÀU ĐỎ '. 'MÀU XANH THAN'],4,45360cf8d9b6c50acdcbe3ee7e52aabf,5862509125,265331214,78,Hà Nội,0,72
"Áo Polo nam cổ bẻ FOTE in toàn thân vải cá sấu Cotton xuất xịn, chuẩn form,sang trọng-lịch lãm P53 - POLOMAN",299000000,165,25%,50,wkdaelpmissisiht,93,1952,7446,39900000000,29900000000,29900000000,39900000000,39900000000,4.989247,[93. 0. 0. 0. 1. 92],93,41,55,['XÁM'],1,181acde5175821826999b1dd64f87e78,4567820704,225909574,78,TP. Hồ Chí Minh,34,73
ÁO KHOÁC NAM DA LỘN 4 MÀU CỰC CHẤT,220000000,2399,37%,45,,23,1197212,3937,35000000000,22000000000,22000000000,35000000000,35000000000,4.695652,[23. 1. 0. 1. 1. 20],23,2,17,['Xanh'. 'Ghi xám'. 'Đen'. 'Kem'. 'Nâu vàng'],5,b593399946a9bbb54b28023e2e6606b0,7862027105,196655599,78,Hà Nội,16,74
"[FREESHIP50K] - Áo sơ mi nam cao cấp - Không nhăn, thoáng mát, thấm hút mồ hôi",70000000,3159,50%,1,,34,67866,999,14000000000,7000000000,7800000000,14000000000,14000000000,4.935484,[34. 0. 0. 0. 2. 32],34,19,23,['-SML-TRẮNG CÚC ĐEN-'. '- SML-XANH Nhạt -'. '- SML-XANH THAN - '. '-SML- ĐEN  -'. '-SML- ĐỎ ĐÔ -'. '-SML-TRẮNG CÚC TRẮNG'. '-SML-XÁM TRO-'],7,6dddb60a0980f1758c3e2f1e6489930a,4454478904,138829841,78,Hà Nội,11,75
"Áo gió nam 2 lớp chống nước, chống gió hàng đẹp",120000000,2159,40%,24,,19,1996316,939,20000000000,12000000000,14000000000,20000000000,20000000000,4.789474,[19. 1. 0. 0. 0. 18],19,2,14,['Đen'. 'Xanh than'. 'Xanh rêu'. 'Ghi sáng'. 'Ghi đậm'],5,461b9463dabf94052e1460caaa84e2ba,6661977815,196655599,78,Hà Nội,0,76
"[SALE 50%] - Áo Thun Nam Cổ Tròn Cao Cấp ( nhiều màu) Tay Ngắn, chất cotton bề mặt vải mềm Mịn cực hot",49500000,191,50%,11,wkdaelpmissisiht,47,1680,1968,9900000000,4950000000,4950000000,9900000000,9900000000,4.893617,[47. 0. 1. 0. 2. 44],47,9,15,[' KEM PASTEL'. 'TRẮNG'. 'ĐEN'. 'XANH ĐEN'. 'XÁM'. 'VÀNG TRẦM'. 'XANH BÍCH '. 'ĐỎ ĐÔ'],8,3ebd3fa1d6ebf4fb62a949384dae0d1c,4559964549,296694982,78,TP. Hồ Chí Minh,0,77
"Áo thun cổ tròn nam họa tiết camo rằn ri chìm, nam tính Basis AT03",139000000,222,46%,101,,152,321,13557,25900000000,13900000000,13900000000,25900000000,25900000000,4.881579,[152. 1. 2. 2. 4. 143],152,79,96,['Rằn ri xanh rêu'. 'Rằn ri xám'],2,d55b9769e91339c75eb14977216c48c7,7463066755,147229880,78,TP. Hồ Chí Minh,0,78
"Áo Sơ Mi Nam trắng dài tay Hàn Quốc form body, vải lụa Thái chống nhăn",70000000,1876,46%,17,,11,1817917,197,13000000000,7000000000,7000000000,13000000000,13000000000,5,[11. 0. 0. 0. 0. 11],11,0,4,['SML-ĐEN'. 'SML-TRẮNG CÚC TRẮNG'. 'SML-TRẮNG CÚC ĐEN'. 'SML- XANH NHẠT'. 'SML-ĐỎ ĐÔ'. 'SML-XANH ĐẬM'. 'đỏ hộp xịn'. 'đen hộp xịn'. 'trắng hộp xịn'],9,8a6f0ca8446ed7f017a37215cdc3eade,6262760548,196661455,78,Hà Nội,0,79
[ Hàng Cao Cấp] Áo Sơ Mi Nam Oxford Louis Dài Tay Cao Cấp Gấp Hộp VNXK,253870000,1890,47%,21,,18,16340,199,47900000000,25387000000,25387000000,47900000000,47900000000,5,[18. 0. 0. 0. 0. 18],18,9,12,['đen '. 'trắng'. 'xanh than'. 'xanh nhạt'],4,4ba7278f1170094dc4ecb25daa911431,3868385915,352467114,78,Hà Nội,0,80
Áo thun nam đẹp❤️ Freeship 50K❤️ chất mềm in Mặt Trời CZ36,39000000,26,26%,1728,áo nam,39,231,1816,5000000000,3900000000,4900000000,5000000000,6600000000,4.769231,[39. 2. 0. 0. 1. 36],39,7,17,['Màu Trắng '. 'Áo Trắng Trơn'],2,b63616d5dab6b2d6ce01d9e48a9dd76a,5536941671,258980848,78,Hà Nội,19,81
[ Hàng VNXK] Áo Khoác Gió Lót Lông Cao Cấp VNXK,295000000,1880,50%,25,,18,8495,767,59000000000,29500000000,29500000000,59000000000,59000000000,5,[18. 0. 0. 0. 0. 18],18,9,11,['đen'. 'xanh than'. 'ghi'],3,91c8bfc98c97270b57ff6cc314942a0f,3468388577,352467114,78,Hà Nội,0,82
"Áo sơ mi đũi cổ tàu trẻ  trung, sơ mi nam dáng ôm màu xám tiêu chất vải đũi cao cấp",119000000,641,28%,0,,12,2464,394,16500000000,11900000000,11900000000,16500000000,16500000000,4.916667,[12. 0. 0. 0. 1. 11],12,7,11,['SMD- Size M'. 'SMD- Size L'. 'SMD- Size XL'. 'SMD- Size XXL'. 'SMD- Size 3XL'],5,b251d70a8fbbfaf6e17ae5fc8b9bd8d5,7053003097,250894924,78,Hà Nội,0,83
"Áo Thun nam nữ loang màu, thời trang hot 2020",69000000,601,50%,10,,4,38281,157,13800000000,6900000000,6900000000,13800000000,13800000000,5,[4. 0. 0. 0. 0. 4],4,0,4,['Đen'. 'Trắng'. 'Hồng lẫn xanh'. 'loang xanh dương'. 'loang cam'],5,b9ea0faa6ad104fad12c25abfaee2418,7669327377,25143432,77,TP. Hồ Chí Minh,0,84
[Giảm giá 50%] - Áo thun nam POLO thiết kế vải cá sấu cotton cao cấp ngắn tay cực sang trọng,99000000,161,50%,33,áo thun nam,123,3897,2471,19800000000,9900000000,9900000000,19800000000,19800000000,4.943089,[123. 0. 1. 1. 2. 119],123,32,55,['Phối xanh đen '. 'Phối 2 sọc '. 'Phối đen '. 'Phối Trắng '. 'Phối Xanh'. 'Ngang Xanh Đen'. 'Ngang Trắng'. 'Ngang Đen'],8,7d0984be70e9afaa1476bbfc8b6f02e3,6048008378,296694982,78,TP. Hồ Chí Minh,52,85
Áo Sweater CHXX Chất Nỉ Form Rộng Mặc Đôi Unisex Cho Nam Nữ,185000000,1543,50%,110,,26,15057,3873,37000000000,18500000000,18500000000,37000000000,37000000000,4.962963,[27. 0. 0. 0. 1. 26],27,10,20,['Đen'. 'Trắng'. 'Xanh'. 'Xám'],4,d80b606dbc58d69b106860bc50838830,4767850450,349183401,78,Hà Nội,0,86
"Áo hoodie nữ, áo hoodie nam, họa tiết chữ TECH , áo hoodí siêu hot, thời trang thu đông",109000000,600,45%,25,,4,52709,1287,19800000000,10900000000,10900000000,19800000000,19800000000,5,[4. 0. 0. 0. 0. 4],4,0,4,['CAM ĐẤT CHỮ TECH'. 'XANH RÊU ( TECH)'. 'XANH DƯƠNG ( TECH)'. 'TRẮNG ( TECH)'. 'NUDE'. 'CAM NHẠT (TECH)'],6,75b71fbc905ef96b7f18fc2942917c62,4369421292,25143432,77,TP. Hồ Chí Minh,0,87
Áo thun polo nam cổ bẻ mã POLO ICON TRƠN CAO CẤP - chất thun cá sấu cotton 100%,132300000,104,30%,1422,áo nam,46,658,7073,18900000000,13230000000,13230000000,18900000000,18900000000,4.956522,[46. 0. 0. 0. 2. 44],46,13,22,['ĐEN'. 'VÀNG'. 'TRẮNG'. 'XANH ĐEN'],4,4c3beead1898f98749facf5df9bee5ca,3454222665,313775349,78,TP. Hồ Chí Minh,0,88
(FREE SHIP) Áo sơ mi nam dài tay Hàn Quốc dáng ôm sơ mi nam trắng cổ bẻ vải lụa thái chống nhăn chống xù,69000000,1099,43%,22,,56,13226,745,12000000000,6900000000,8500000000,12000000000,12000000000,4.928571,[56. 1. 0. 0. 0. 55],56,18,44,['ĐEN'. 'TRẮNG '. 'XANH NHẠT'. 'XANH ĐẬM'],4,99710d2eb972c527f9bc21029ba49135,5846465147,296243535,78,Hà Nội,15,89
(FREE SHIP) Áo sơ mi nam Vải Lụa Thái chống nhăn (CAM KẾT ẢNH THẬT),69000000,1123,43%,18,,61,14771,943,12000000000,6900000000,8500000000,12000000000,12000000000,4.918033,[61. 0. 0. 1. 3. 57],61,20,53,['Đen'. 'Trắng'. 'Xanh nhạt'. 'Xanh đậm'],4,86edf580538bd6cf3e83fa26e6699fc5,5046466947,296243535,78,Hà Nội,15,90
"áo thun nam cổ bẻ Kojiba ngắn tay, áo polo nam cao cấp trẻ trung",85000000,972,43%,36,,60,46507,838,15000000000,8500000000,8500000000,15000000000,15000000000,4.85,[60. 1. 1. 1. 0. 57],60,17,56,['POLO - Trắng'. 'POLO - Đen'. 'POLO - Xanh Than'. 'POLO - Ghi sáng'. 'POLO - Xám Đậm'],5,40da118563de27c4daf30e1d1c9a2311,6529131755,250894924,78,Hà Nội,0,91
Dust Shirt -  Áo sơ mi hoạ tiết tay ngắn nam - ASM92,250000000,38,29%,77,áo,23,117,6410,35000000000,25000000000,25000000000,35000000000,35000000000,4.956522,[23. 0. 0. 0. 1. 22],23,6,14,['M'. 'L'. 'XL'. 'XXL'],4,863b0df20bf1f75ceb11081aa9451f46,5664837639,312621176,78,TP. Hồ Chí Minh,0,92
"Áo Thun loang màu Unisex. mẫu siêu hot 2020, phù hợp cho nam và nữ",69000000,600,50%,7,,4,106047,237,13800000000,6900000000,6900000000,13800000000,13800000000,5,[4. 0. 0. 0. 0. 4],4,0,4,['HỒNG'. 'ĐEN'. 'trăng'. 'Loang cam'. 'loang xanh dương'],5,5c44afedb4d196e0da799a5e75b6210b,6769347820,25143432,77,TP. Hồ Chí Minh,0,93
"Áo Len Nam, Chất Mịn, Cổ Lọ Cao 5cm, Cực Ấm, Kín Gió, Bao Ấm, Bao Rẻ",159000000,551,47%,8,,5,4276,362,30000000000,15900000000,15900000000,30000000000,30000000000,5,[5. 0. 0. 0. 0. 5],5,3,3,['Trắng'. 'Đỏ đô'. 'Xanh than'. 'Đen'. 'Ghi Xám'],5,496dc76478e798315d1e3aa6e901da76,5947979280,252801378,78,Hà Nội,0,94
"áo sơ mi công sở dáng suông chất vải đẹp, áo sơ mi dài tay hàng xuất khẩu",75000000,851,50%,16,,52,31428,139,15000000000,7500000000,8500000000,15000000000,15000000000,4.901961,[52. 1. 0. 2. 1. 48],52,9,45,['SM - Trắng'. 'SM - Đen'. 'SM - Xanh nhạt'. 'SM - Xanh Đậm'],4,08d7c76ee6ed3353f5eecca79fe9d5dd,5029134763,250894924,78,Hà Nội,0,95
Áo len nam cổ 3cm kiểu dáng hàn quốc mẫu mới 2020 AL02,150000000,670,25%,408,áo cổ trụ nam,350,1459,41439,20000000000,15000000000,15000000000,20000000000,20000000000,4.893983,[349. 2. 1. 5. 16. 325],349,80,143,['ĐEN'. 'TRẮNG'. 'XÁM NHẠT'. 'CAM'. 'XANH THAN'. 'NÂU ĐẤT'. 'XÁM ĐẬM'. 'XANH DƯƠNG'. 'BE'. 'ĐỎ'. 'XANH RÊU'],11,211e4045300b5ebb791e2df2e46c4bc1,6755110114,291899931,78,Hà Nội,31,96
"Áo sơ mi kẻ sọc nam, vải lụa cao cấp thái chống nhăn cao cấp, dáng ôm body, trẻ trung cá tính mã [SMKS]",119000000,554,41%,8,,18,23834,399,20000000000,11900000000,11900000000,20000000000,20000000000,5,[18. 0. 0. 0. 0. 18],18,5,16,['SM XANH THAN KẺ SỌC'. 'SM ĐEN KẺ SỌC TRẮNG'. ' SM TRẮNG KẺ SỌC ĐEN'],3,fb1142b82a4363b532e3cd4788d70b37,7334999923,192988971,78,Hà Nội,0,97
"ÁO HOODIE , HỌA TIẾT CHỮ HOLIDAY, PHÙ HỢP CẢ NAM VÀ NỮ, MẪU HOT",99000000,600,50%,9,,5,52726,238,19800000000,9900000000,9900000000,19800000000,19800000000,5,[5. 0. 0. 0. 0. 5],5,0,4,['XANH NGỌC '. 'VÀNG'. 'HỒNG'. 'NUDE'. 'TRẮNG'. 'XÁM'],6,0de062e467b1220fe141bd3aa5242b97,4969329236,25143432,77,TP. Hồ Chí Minh,0,98
"Áo khoác nam da lộn NPV tay chun bomber ,áo khoác da lộn cao cấp 4 màu giữ nhiệt tốt",189000000,756,46%,75,,94,29349,17686,35000000000,18900000000,18900000000,35000000000,35000000000,4.670213,[94. 3. 0. 6. 7. 78],94,33,60,['MÀU ĐEN'. 'MÀU VÀNG'. 'MÀU ĐỎ'. 'MÀU XANH THAN'],4,535c51f990b09bcf7ddd0d23c4e8fff1,7261446460,195541001,78,Hà Nội,0,99
[Giảm giá 50%] - Áo thun nam POLO trơn vải cá sấu cotton cao cấp ngắn tay cực sang trọng lịch lãm,99000000,1061,50%,226,wkdaelpmissisiht,592,5284,20946,19800000000,9900000000,9900000000,19800000000,19800000000,4.947635,[592. 1. 0. 4. 19. 568],592,170,279,['Xám nhạt Pastel'. 'Xám đậm Hexa'. 'Nâu đất brownup'. 'Xanh than Coban'. 'Trắng '. 'Đen '. 'Thiên thanh Pastel '. 'Xám Xanh Pastel '. 'Xanh biển navy'. 'Cam'],10,34acd5e930c8a21e1c3a70d3cf2a70c5,3448103572,296694982,78,TP. Hồ Chí Minh,60,100
"Áo thun nam tay dài NPV mặc thu đông giữ nhiệt chất cotton co giãn, áo giữ nhiệt  dáng ôm 5 màu",80000000,282,50%,0,,15,19319,673,16000000000,8000000000,8900000000,16000000000,16000000000,4.866667,[15. 0. 0. 1. 0. 14],15,6,11,['MÀU ĐEN'. 'MÀU TRẮNG'. 'XANH THAN'. 'GHI ĐẬM'. 'GHI NHẠT'],5,65f77d389f69057bd0d0c02d88132208,5461441726,195541001,78,Hà Nội,0,101
"Áo sơ mi nam dài tay NPV cổ bẻ, áo sơ mi trắng vải lụa nến không nhăn không xù",75000000,672,50%,1223,,457,17642,1925,15000000000,7500000000,7500000000,15000000000,15000000000,4.759825,[458. 11. 7. 10. 25. 405],458,100,268,['SM- ĐEN'. 'SM- TRẮNG'. 'SM- XANH NHẠT'. 'SM- XANH ĐẬM'],4,348fd8b7626d6319df3a50bf37bc2142,5005615146,195541001,78,Hà Nội,15,102
"Áo Len Nam, Len Thừng Cổ Lọ, Siêu Cao, Siêu Ấm, Cực Dày, Bao Mùa Đông Mà Không Cần Đến Gấu Chó",179000000,520,40%,0,,4,4310,108,30000000000,17900000000,17900000000,30000000000,30000000000,5,[4. 0. 0. 0. 0. 4],4,3,3,['Xanh Than'. 'Đỏ'. 'Nâu Vàng'. 'Ghi Xám'. 'Đen'],5,9a7270067721ea9456adc3a42d78c1cd,7747975048,252801378,78,Hà Nội,0,103
"[Mua 2 giảm 20%] Áo polo nam màu đen phối sọc xám, chất liệu cotton xuất xịn Basis APL95-DENXAM",220000000,105,27%,62,ao,105,1241,2389,30000000000,22000000000,22000000000,30000000000,30000000000,4.92381,[105. 1. 0. 2. 0. 102],105,22,35,['Đen sọc xám'. 'Xanh sọc xám'. 'Đen sọc trắng'. 'Xanh sọc trắng'],4,cdd0d643701433ff7a6c8f30a88e9ab4,5840313965,147229880,78,TP. Hồ Chí Minh,22,104
[ Hàng Cao Cấp] Áo Sơ Mi Nam Công Sở Cao Cấp VNXK,249500000,1820,50%,23,,18,6459,223,49900000000,24950000000,24950000000,49900000000,49900000000,5,[18. 0. 0. 0. 0. 18],18,8,12,['đen '. 'Trắng '],2,518abde845dd0ba62fe61e518c380f0e,6968282172,352467114,78,Hà Nội,0,105
( XẢ KHO 1 NGÀY ) Áo sơ mi nam dài tay Hàn Quốc dáng ôm sơ mi nam trắng cổ bẻ vải lụa thái chống nhăn chống xù,69000000,917,43%,15,,40,13955,701,12000000000,6900000000,8500000000,12000000000,12000000000,5,[40. 0. 0. 0. 0. 40],40,13,37,['SM-ĐEN'. 'SM- TRẮNG'. 'SM- XANH NHẠT'. 'SM- XANH ĐẬM'],4,c120454c64bfe309dbb7addad0536e12,5346464700,296249772,78,Hà Nội,15,106
"Áo Thun loang màu Unisex. mẫu siêu hot 2020, phù hợp cho nam và nữ",89000000,600,47%,9,,3,56863,159,16900000000,8900000000,8900000000,16900000000,16900000000,5,[3. 0. 0. 0. 0. 3],3,0,3,['HỒNG'. 'ĐEN'. 'trăng'],3,4db7329eff694281693f791868928d73,3969529041,25143432,77,TP. Hồ Chí Minh,0,107
Album 7 - BST áo thun unisex form rộng mùa hè thời trang phong cách Hàn Quốc,24900000,2583,,37606,ao nam,9442,435328,71803,0,2490000000,3990000000,-1,-1,4.577001,[9439. 455. 196. 418. 761. 7609],9439,1045,2836,['Mẫu 1'. 'Mẫu 2'. 'Mẫu 3'. 'Mẫu 4'. 'Mẫu 5'. 'Mẫu 6'. 'Mẫu 7'. 'Mẫu 8'],8,b29db09475e67a8c52be4b968de11706,2126776070,76875639,78,Đồng Nai,0,108
Áo Khoác Gió Lót Lông Cừu Ấm Áp - Chống Nước Cực Đỉnh - Áo Khoác Phao Dày Ấm Áp - AKG6,189000000,1508,43%,1660,,906,507,110088,33000000000,18900000000,18900000000,33000000000,33000000000,4.713024,[906. 15. 11. 49. 69. 762],906,313,497,['AKG6-  Xanh Than Đậm'. 'AKG6- Đen'. 'AKG6- Ghi'. 'AKG6- Rêu'],4,37e2d0193926e95dd6ae175c856adf1f,5258296263,284165175,78,Hà Nội,0,109
áo hoddie chữ siêu hot đủ màu form rộng - phù hợp cho cả nam và nữ,120000000,1301,14%,16,,5,534781,1850,12500000000,12000000000,12500000000,12500000000,14000000000,5,[5. 0. 0. 0. 0. 5],5,5,5,['Xanh bơ'. 'Trắng'. 'Xanh'. 'Hồng'. 'Xanh đậm'. 'Cam đất'],6,8024d1f50c52927dd4e40e3324303ed3,9502180741,350328703,77,Đắk Lắk,0,110
"Áo nỉ nữ phom rộng túi gấu cực đẹp, chất nỉ mịn, đẹp, ấm, phom rộng dễ mặc, dễ phối đồ, kiểu dáng độc đáo",280000000,500,23%,5,,1,11500,340,36400000000,28000000000,28000000000,36400000000,36400000000,5,[1. 0. 0. 0. 0. 1],1,0,1,['Hồng'. 'Vàng'],2,3e5de88bcb6f1643523de1be8e44a7e9,9603781302,358149827,78,Hà Nội,0,111
Áo sơ mi nam dài tay dáng ôm sơ cổ bẻ vải lụa thái chống nhăn chống xù,63000000,2588,55%,28859,wkdaelpmissisiht,12440,279169,51576,14000000000,6300000000,6300000000,14000000000,14000000000,4.761842,[12416. 241. 112. 315. 770. 10978],12416,1771,5377,['-SML-ĐEN'. '-SML-TRẮNG CÚC TRẮNG'. '-SML- ĐỎ ĐÔ'. '-SML- TRẮNG CÚC ĐEN'. '-SML- XANH NHẠT'. '-SML- XANH ĐẬM'. '-SML- Xám'],7,fda6d31a110f46042464cf40b3ac43b3,1140923554,61261760,78,Hà Nội,60,112
Áo Phao Nam Logo VNXK,358400000,1780,36%,36,,18,812,4604,56000000000,35840000000,36400000000,56000000000,56000000000,5,[18. 0. 0. 0. 0. 18],18,6,12,['đen'. 'đỏ'. 'xanh rêu'. 'ghi'],4,5f27808e8a7d0396d290f218f03d45d2,9702678916,352467114,78,Hà Nội,0,113
"Áo Len Thừng Cổ Tròn, Áo Len Nam Cao Cấp, Chất Cực Dày và Ấm, Ấm Hơn Cả Gấu Bạn",179000000,490,40%,2,,4,11629,121,30000000000,17900000000,17900000000,30000000000,30000000000,5,[4. 0. 0. 0. 0. 4],4,3,3,['ĐỔ'. 'XANH THAN'. 'NÂU'. 'GHI TỐI'. 'GHI SÁNG'. 'GHI XANH'],6,c8378e3c79352a82668bb22b97bfb999,3248140445,252801378,78,Hà Nội,0,114
"[SIÊU ƯU ĐÃI] Áo Thun Chữ UNISEX Nam Nữ Đẹp Tay Lỡ Form Rộng, Chất COTTON Cao Cấp, Mặc Đôi Hoặc Mặc Alone cực CHẤT",195000000,473,50%,7,,4,5307,140,39000000000,19500000000,19500000000,39000000000,39000000000,5,[4. 0. 0. 0. 0. 4],4,2,4,['Đen'. 'Trắng'. 'Xám'],3,244e49361cba64e4aeade9c2baac0dc6,4669454067,349183401,78,Hà Nội,15,115
[Hot] Áo Hoodie Among US TRUST NO ONE + Sau Lưng in PHẢN QUANG + Tặng kèm Mũ AMUS Phản Quang,150000000,527,25%,247,wkdaelpmissisiht,201,4193,33004,20000000000,15000000000,16800000000,20000000000,20000000000,4.736318,[201. 2. 5. 5. 20. 169],201,41,83,['Áo Đen Hình Đỏ'. 'Áo Đen Hình Xanh'. 'Áo Trắng Hình Đỏ'. 'Áo Trắng Hình Xanh'],4,14db3c7b935ca524ca339845f8024a1f,5961378649,52367145,78,Hà Nội,0,116
Áo Thun Nam Nữ Unisex BƯỚM LỚN CAO CẤP PHẢN QUANG,470000000,0,,24,,3,282,40,0,47000000000,47000000000,-1,-1,5,[3. 0. 0. 0. 0. 3],3,0,3,['M'. 'L'. 'XL'],3,9e7011cff920bd789570a80d6ba8afa9,4269757708,355353616,78,TP. Hồ Chí Minh,11,117
HD022 - ÁO HOODIE BASIC,99000000,3539,45%,4326,,2920,955,143370,16000000000,9900000000,9900000000,16000000000,18000000000,4.800823,[2920. 32. 24. 81. 230. 2553],2920,1097,1538,['Trắng'. 'Đen'. 'Vàng'. 'Tan'. 'Xanh Rêu'. 'Đỏ'. 'Xanh ngọc'. 'NÂU'. 'Tím'. 'Kem'. 'Cam'. 'Xanh bích'. 'Xám'. 'Xanh lá'. 'Tím Nhạt'. 'Hồng nhạt'],16,83fb5550fda72d103fda5ea03b523925,2782613590,74348218,78,TP. Hồ Chí Minh,0,118
Áo khoác nam áo gió lót lông cao cấp,177000000,1601,41%,19,,13,318481,761,30000000000,17700000000,17700000000,30000000000,30000000000,4.461538,[13. 1. 0. 1. 1. 10],13,2,11,['Xanh than'. 'Xanh rêu'. 'Đen'. 'Đỏ'. 'Ghi sáng'. 'Ghi tối'],6,1a5a9f41398025cf5d798afd94e0dbc2,4662759357,196661455,78,Hà Nội,0,119
ÁO SƠ MI NAM VĂN PHÒNG SỌC KẺ ĐẸP,190000000,6,5%,6,wkdaelpmissisiht,8,975,231,20000000000,19000000000,19000000000,20000000000,20000000000,5,[8. 0. 0. 0. 0. 8],8,2,5,['MÀU 1'. 'MÀU 2'. 'MÀU 3'. 'MÀU 4'. 'MÀU 5'],5,b583896c00f0febe1b9748babadb9cc8,6814078156,3721453,78,TP. Hồ Chí Minh,0,120
